Ticket_ID,Age,Ticket_Price,Movie_Genre,Seat_Type,Number_of_Person,Purchase_Again,Cluster,Year
F6143,29,20.45,Sci-Fi,Premium,1,Yes,,2024.0
F8188,41,15.17,Action,Standard,6,No,,2022.0
F5219,59,15.46,Action,Standard,4,No,,2021.0
F1464,46,16.35,Drama,VIP,1,No,,2020.0
F8888,64,10.41,Action,Standard,2,No,,2021.0
F7805,53,21.57,Action,Premium,4,No,,2024.0
F2754,33,24.82,Action,Standard,6,Yes,,2023.0
F4226,18,12.13,Sci-Fi,Premium,5,Yes,,2021.0
F7798,55,14.22,Drama,VIP,7,No,,2022.0
F5617,20,24.87,Action,Standard,3,Yes,,2020.0
F5833,36,15.16,Horror,Standard,2,Yes,,2022.0
F3434,40,16.25,Action,Standard,6,No,,2023.0
F9377,56,16.3,Drama,Standard,1,Yes,,2025.0
F5014,31,23.12,Comedy,VIP,4,No,,2024.0
F6836,18,24.72,Horror,VIP,6,No,,2025.0
F5942,51,16.39,Action,Premium,2,No,,2021.0
F7157,39,19.14,Sci-Fi,VIP,4,No,,2022.0
F9779,39,11.89,Action,Standard,6,Yes,,2021.0
F3388,22,22.63,Sci-Fi,Standard,2,Yes,,2021.0
F1402,25,16.35,Comedy,Premium,1,No,,2020.0
F6515,36,12.26,Sci-Fi,VIP,4,Yes,,2021.0
F3556,56,14.06,Comedy,Standard,5,No,,2024.0
F6925,30,15.29,Horror,Premium,4,Yes,,2020.0
F9086,22,10.86,Horror,VIP,1,No,,2025.0
F7234,35,22.33,Horror,VIP,5,Yes,,2022.0
F6780,42,14.34,Drama,Standard,4,No,,2025.0
F5895,26,21.69,Sci-Fi,Standard,3,Yes,,2020.0
F8513,36,22.4,Action,Premium,4,Yes,,2022.0
F7792,48,23.2,Sci-Fi,Premium,5,Yes,,2022.0
F9884,40,12.75,Action,Standard,3,Yes,,2023.0
F6169,46,24.28,Comedy,Premium,2,Yes,,2023.0
F5047,56,11.43,Sci-Fi,Standard,4,No,,2022.0
F9325,58,10.24,Drama,VIP,3,Yes,,2025.0
F5422,62,13.24,Horror,Premium,2,No,,2023.0
F9212,43,22.5,Drama,VIP,5,Yes,,2025.0
F7477,33,24.13,Sci-Fi,Standard,5,No,,2025.0
F3848,53,20.94,Drama,Premium,1,Yes,,2021.0
F9744,37,21.86,Comedy,VIP,3,No,,2020.0
F4263,19,13.7,Comedy,Standard,4,No,,2025.0
F4653,37,12.57,Action,Standard,7,No,,2021.0
F1656,48,18.63,Comedy,Standard,5,Yes,,2022.0
F1840,49,20.06,Action,VIP,4,Yes,,2021.0
F2786,54,19.61,Action,Standard,5,No,,2020.0
F7959,61,21.4,Action,VIP,7,Yes,,2022.0
F4193,46,18.57,Drama,VIP,4,Yes,,2025.0
F2541,30,21.27,Drama,Standard,5,No,,2022.0
F9957,48,15.72,Comedy,Standard,6,No,,2022.0
F3641,57,24.94,Horror,Standard,6,Yes,,2023.0
F5287,40,11.31,Sci-Fi,VIP,5,Yes,,2020.0
F4837,46,18.66,Horror,VIP,5,No,,2024.0
F3758,47,16.16,Action,Standard,6,No,,2024.0
F9825,34,14.14,Drama,Standard,6,No,,2023.0
F7612,22,17.62,Action,Premium,3,No,,2020.0
F8931,54,22.83,Comedy,Standard,7,Yes,,2020.0
F9927,41,22.31,Sci-Fi,Standard,2,No,,2024.0
F8585,60,17.87,Horror,Premium,1,Yes,,2022.0
F8493,18,19.82,Drama,Premium,3,Yes,,2022.0
F4408,28,22.39,Drama,Standard,3,No,,2020.0
F9599,45,13.82,Sci-Fi,Standard,7,No,,2024.0
F1235,58,11.8,Action,Standard,4,Yes,,2025.0
F4590,40,13.15,Comedy,Standard,6,Yes,,2023.0
F9416,37,12.17,Sci-Fi,Premium,7,Yes,,2020.0
F6344,34,12.31,Comedy,Premium,5,Yes,,2025.0
F3522,52,22.24,Drama,Standard,3,Yes,,2020.0
F3586,32,20.86,Drama,Standard,3,Yes,,2021.0
F2431,43,12.23,Sci-Fi,Premium,2,Yes,,2021.0
F5934,58,21.45,Horror,Premium,2,Yes,,2021.0
F5893,45,24.95,Horror,Standard,3,No,,2023.0
F5305,25,23.68,Horror,Premium,1,No,,2023.0
F6526,34,20.16,Action,VIP,6,No,,2025.0
F4301,35,17.07,Comedy,Standard,7,Yes,,2021.0
F5668,31,13.25,Horror,Standard,3,Yes,,2024.0
F4573,44,24.39,Drama,Standard,7,No,,2025.0
F4635,35,16.61,Horror,Standard,4,Yes,,2022.0
F4020,56,11.45,Action,Premium,6,No,,2021.0
F6370,35,15.03,Sci-Fi,Premium,2,No,,2021.0
F9081,50,13.77,Drama,Premium,3,Yes,,2020.0
F7610,39,19.33,Drama,Premium,2,Yes,,2024.0
F2235,47,24.62,Action,VIP,7,No,,2020.0
F8386,49,17.55,Drama,VIP,1,Yes,,2025.0
F9531,32,15.33,Horror,VIP,4,No,,2025.0
F5506,47,16.95,Comedy,VIP,6,Yes,,2023.0
F8795,56,16.04,Horror,Premium,7,No,,2021.0
F8091,46,10.67,Horror,Standard,2,No,,2022.0
F5625,21,16.04,Comedy,Standard,2,No,,2021.0
F2819,28,24.2,Comedy,Premium,3,Yes,,2021.0
F8606,28,21.17,Comedy,Premium,2,No,,2020.0
F4868,43,20.24,Drama,VIP,6,No,,2023.0
F4577,29,20.37,Sci-Fi,Premium,5,Yes,,2022.0
F4409,46,16.19,Action,VIP,3,Yes,,2021.0
F7667,56,23.88,Action,Premium,5,Yes,,2023.0
F7843,46,21.36,Sci-Fi,Standard,2,Yes,,2021.0
F2169,52,14.07,Sci-Fi,VIP,1,No,,2025.0
F3767,33,23.7,Drama,Premium,5,No,,2025.0
F2533,32,21.87,Comedy,Premium,2,Yes,,2024.0
F9221,27,11.73,Action,Standard,3,No,,2023.0
F3610,19,22.27,Drama,Standard,3,Yes,,2025.0
F8851,63,15.11,Action,Premium,5,Yes,,2020.0
F1150,33,16.75,Comedy,Premium,5,No,,2022.0
F8316,35,18.08,Comedy,Standard,4,Yes,,2020.0
F3678,29,12.94,Horror,Premium,4,Yes,,2023.0
F6125,30,15.84,Comedy,VIP,5,No,,2024.0
F9874,42,22.22,Sci-Fi,Standard,7,No,,2023.0
F1023,45,16.17,Drama,Standard,3,Yes,,2025.0
F9872,48,22.3,Sci-Fi,Premium,3,Yes,,2023.0
F1575,61,13.99,Sci-Fi,Premium,6,Yes,,2023.0
F1858,40,11.79,Sci-Fi,Premium,4,Yes,,2024.0
F3476,54,12.97,Drama,Standard,6,No,,2025.0
F6473,41,24.47,Comedy,VIP,7,Yes,,2025.0
F2877,37,21.57,Comedy,Standard,7,Yes,,2020.0
F1959,43,11.91,Comedy,VIP,2,Yes,,2021.0
F9015,51,24.92,Sci-Fi,Standard,7,No,,2023.0
F4253,24,21.66,Drama,Premium,4,No,,2023.0
F6850,20,24.62,Drama,Standard,7,No,,2022.0
F4853,48,11.01,Comedy,VIP,3,Yes,,2021.0
F4668,36,24.22,Comedy,Premium,4,Yes,,2021.0
F6991,20,11.19,Comedy,Standard,2,Yes,,2020.0
F5494,52,12.76,Drama,Premium,3,Yes,,2021.0
F4452,19,22.74,Comedy,Standard,7,Yes,,2022.0
F8345,25,16.16,Drama,Standard,4,Yes,,2024.0
F5918,38,16.69,Action,VIP,5,Yes,,2021.0
F9421,19,23.17,Drama,Premium,1,No,,2021.0
F7364,25,11.64,Action,Standard,3,Yes,,2024.0
F3171,31,10.3,Comedy,Premium,3,Yes,,2024.0
F6429,22,14.52,Action,Standard,7,No,,2020.0
F3225,35,11.11,Horror,Premium,3,No,,2025.0
F1156,46,14.46,Action,Premium,5,No,,2022.0
F5376,19,13.98,Drama,Premium,2,No,,2020.0
F4174,48,13.98,Sci-Fi,Standard,2,Yes,,2025.0
F8849,60,22.2,Sci-Fi,Premium,4,No,,2022.0
F1385,44,14.98,Drama,Premium,1,No,,2020.0
F9438,56,15.23,Comedy,VIP,1,No,,2021.0
F4803,55,15.62,Horror,Premium,4,No,,2024.0
F1695,26,13.23,Comedy,Premium,7,Yes,,2024.0
F7660,27,18.13,Comedy,Premium,1,No,,2022.0
F9824,47,16.45,Action,Premium,2,No,,2022.0
F6852,39,17.47,Drama,VIP,4,Yes,,2024.0
F2124,39,24.44,Action,Premium,7,Yes,,2024.0
F7502,38,19.02,Comedy,Standard,5,No,,2020.0
F6004,29,13.25,Sci-Fi,Standard,3,No,,2025.0
F7248,40,20.47,Horror,VIP,1,No,,2023.0
F3116,40,11.17,Horror,VIP,1,No,,2020.0
F6901,42,15.3,Comedy,Premium,3,No,,2025.0
F4848,52,18.13,Comedy,Premium,1,No,,2021.0
F4298,56,23.92,Drama,VIP,6,No,,2024.0
F5244,54,20.77,Action,VIP,4,Yes,,2024.0
F7517,36,17.33,Sci-Fi,Premium,6,Yes,,2025.0
F5361,22,19.03,Sci-Fi,Standard,4,Yes,,2023.0
F6047,47,14.9,Sci-Fi,VIP,3,Yes,,2024.0
F6985,51,14.88,Drama,Standard,1,No,,2022.0
F6210,19,18.7,Drama,Premium,3,Yes,,2020.0
F9476,40,20.77,Comedy,Premium,7,Yes,,2020.0
F7225,26,22.13,Horror,Premium,5,No,,2023.0
F3776,23,16.31,Sci-Fi,VIP,3,No,,2024.0
F9904,20,22.12,Action,Standard,4,Yes,,2024.0
F5583,40,14.19,Action,Premium,6,Yes,,2023.0
F7160,64,23.31,Action,VIP,7,Yes,,2025.0
F1842,51,20.17,Sci-Fi,Premium,3,Yes,,2023.0
F1829,49,11.51,Drama,Standard,5,No,,2024.0
F4651,42,16.66,Comedy,VIP,3,No,,2020.0
F6108,54,18.44,Drama,Standard,7,Yes,,2025.0
F7909,64,17.15,Action,VIP,4,Yes,,2023.0
F4233,19,18.13,Action,VIP,6,Yes,,2022.0
F5747,28,24.56,Horror,Standard,7,Yes,,2021.0
F1245,41,13.9,Comedy,VIP,7,No,,2020.0
F5956,56,14.16,Horror,VIP,2,No,,2020.0
F9288,51,10.01,Sci-Fi,Standard,7,No,,2020.0
F5620,54,16.72,Comedy,Standard,7,No,,2020.0
F5351,44,21.64,Horror,Standard,7,Yes,,2020.0
F2542,23,20.52,Drama,VIP,3,No,,2020.0
F6678,44,13.64,Action,Standard,7,Yes,,2025.0
F9427,29,15.21,Horror,Premium,3,Yes,,2025.0
F3957,61,22.45,Horror,Standard,1,No,,2021.0
F3507,37,10.5,Horror,Standard,1,No,,2025.0
F7856,22,19.4,Horror,Standard,4,No,,2021.0
F3505,31,14.12,Drama,Standard,1,No,,2025.0
F6412,60,11.87,Action,VIP,5,No,,2021.0
F4671,51,10.23,Horror,Standard,7,Yes,,2024.0
F3121,23,11.44,Action,VIP,5,Yes,,2020.0
F3118,49,12.05,Horror,VIP,1,No,,2025.0
F1301,49,12.69,Drama,Standard,7,Yes,,2025.0
F5500,60,23.71,Sci-Fi,VIP,7,No,,2020.0
F7703,63,10.63,Sci-Fi,Standard,5,Yes,,2024.0
F5270,50,13.88,Drama,Premium,2,No,,2025.0
F4653,34,19.77,Sci-Fi,VIP,4,No,,2021.0
F3107,20,10.28,Horror,VIP,4,Yes,,2025.0
F3542,64,21.76,Horror,Standard,7,No,,2025.0
F6748,43,19.2,Action,Premium,1,Yes,,2023.0
F5887,23,21.26,Action,Standard,2,No,,2024.0
F7113,48,12.09,Horror,Premium,2,No,,2025.0
F6802,31,20.0,Action,Premium,4,No,,2023.0
F2919,32,18.95,Drama,Premium,6,Yes,,2024.0
F8032,46,20.11,Sci-Fi,VIP,4,Yes,,2023.0
F5652,38,22.17,Action,VIP,5,Yes,,2021.0
F5802,40,19.58,Action,Standard,1,No,,2022.0
F4999,44,19.74,Drama,VIP,3,No,,2022.0
F6209,46,19.58,Drama,VIP,6,No,,2021.0
F5980,61,10.66,Comedy,VIP,3,No,,2024.0
F8436,30,16.78,Action,Premium,4,No,,2021.0
F6133,34,20.68,Action,Standard,5,No,,2021.0
F9887,36,17.59,Horror,Standard,6,Yes,,2023.0
F7775,43,12.78,Horror,Premium,6,No,,2025.0
F9226,22,15.7,Horror,Premium,2,No,,2023.0
F1241,58,23.74,Action,VIP,6,Yes,,2022.0
F4445,53,20.66,Comedy,Standard,2,Yes,,2022.0
F5378,26,16.17,Horror,VIP,2,Yes,,2020.0
F3019,42,20.53,Drama,Standard,1,No,,2020.0
F4943,51,17.27,Sci-Fi,Premium,1,No,,2022.0
F6384,36,14.57,Horror,VIP,4,Yes,,2023.0
F2040,18,19.9,Action,Standard,6,No,,2025.0
F4530,43,21.81,Horror,Standard,7,No,,2020.0
F3936,52,19.05,Horror,Premium,1,Yes,,2021.0
F5923,18,12.54,Drama,Standard,3,No,,2025.0
F6656,55,14.99,Drama,VIP,1,Yes,,2024.0
F1975,51,18.98,Sci-Fi,Premium,5,No,,2024.0
F8819,38,18.4,Comedy,VIP,2,No,,2020.0
F3517,34,17.81,Horror,VIP,2,No,,2022.0
F7904,53,11.6,Drama,VIP,6,No,,2024.0
F5380,20,21.15,Horror,Premium,4,No,,2025.0
F9975,35,11.36,Action,Premium,1,Yes,,2023.0
F8179,33,24.35,Sci-Fi,Standard,4,No,,2022.0
F7616,63,23.17,Comedy,VIP,6,No,,2022.0
F1561,29,24.25,Comedy,Standard,7,Yes,,2025.0
F3333,56,16.87,Sci-Fi,Standard,2,Yes,,2020.0
F7830,60,22.08,Drama,Standard,1,No,,2024.0
F1649,44,18.3,Drama,VIP,7,Yes,,2021.0
F9361,41,18.85,Comedy,Premium,2,Yes,,2024.0
F2735,42,17.43,Action,Premium,6,Yes,,2021.0
F5920,20,20.26,Drama,Premium,1,Yes,,2021.0
F2297,44,22.68,Sci-Fi,VIP,7,No,,2024.0
F8242,60,21.28,Sci-Fi,Premium,5,No,,2025.0
F6903,22,19.09,Sci-Fi,Standard,5,Yes,,2022.0
F2485,25,10.98,Sci-Fi,VIP,7,No,,2022.0
F7517,49,10.31,Comedy,VIP,4,No,,2025.0
F5909,46,18.78,Horror,Premium,4,Yes,,2022.0
F7747,27,18.43,Action,Premium,2,No,,2021.0
F5776,46,22.34,Horror,VIP,2,No,,2023.0
F1468,43,13.4,Horror,Standard,4,Yes,,2021.0
F7425,19,16.78,Comedy,VIP,7,Yes,,2023.0
F3243,56,10.61,Action,VIP,5,Yes,,2025.0
F5857,38,21.02,Horror,Standard,1,Yes,,2021.0
F7736,56,23.6,Horror,VIP,1,Yes,,2023.0
F8921,43,14.75,Sci-Fi,Premium,6,Yes,,2024.0
F6405,23,21.11,Comedy,VIP,1,No,,2021.0
F4091,43,12.43,Sci-Fi,VIP,6,Yes,,2022.0
F6505,44,10.61,Sci-Fi,Premium,6,No,,2022.0
F8987,19,14.11,Action,Premium,1,No,,2025.0
F3037,55,24.01,Drama,Premium,7,Yes,,2024.0
F7485,51,18.33,Drama,VIP,7,Yes,,2021.0
F4426,22,14.65,Drama,Premium,4,Yes,,2025.0
F9060,50,15.51,Sci-Fi,Premium,3,No,,2021.0
F1426,64,14.96,Comedy,Standard,5,No,,2021.0
F6370,42,15.29,Drama,VIP,4,No,,2020.0
F6184,50,14.75,Horror,Standard,2,No,,2023.0
F1359,33,14.55,Comedy,VIP,7,No,,2023.0
F7499,55,22.51,Sci-Fi,Standard,7,No,,2024.0
F1452,45,19.3,Sci-Fi,Premium,3,No,,2025.0
F3680,40,24.74,Sci-Fi,Premium,3,No,,2024.0
F1495,38,21.8,Sci-Fi,Premium,5,No,,2021.0
F8891,62,12.75,Comedy,Premium,5,No,,2023.0
F1846,48,14.85,Sci-Fi,Standard,2,No,,2021.0
F1996,58,17.99,Action,Standard,5,No,,2022.0
F2044,58,11.82,Horror,Premium,3,Yes,,2021.0
F8231,44,18.87,Drama,Premium,7,Yes,,2022.0
F1001,40,24.01,Sci-Fi,Premium,4,Yes,,2024.0
F6503,40,11.3,Comedy,Standard,4,Yes,,2025.0
F1058,24,23.7,Comedy,VIP,2,Yes,,2022.0
F3209,47,23.7,Action,VIP,4,Yes,,2021.0
F2174,45,24.5,Horror,Premium,1,No,,2024.0
F7387,52,23.17,Comedy,VIP,5,No,,2020.0
F7633,19,12.86,Drama,Standard,2,No,,2022.0
F2878,45,11.16,Drama,VIP,1,Yes,,2025.0
F5885,51,13.91,Comedy,Standard,7,Yes,,2021.0
F9824,38,16.51,Horror,VIP,2,Yes,,2024.0
F6835,60,14.92,Horror,VIP,6,Yes,,2021.0
F9193,47,24.23,Action,Premium,4,No,,2025.0
F5438,52,24.85,Horror,VIP,7,Yes,,2025.0
F6786,47,19.32,Comedy,VIP,3,Yes,,2020.0
F8425,45,22.0,Action,Premium,2,Yes,,2020.0
F7109,56,14.56,Sci-Fi,VIP,1,No,,2022.0
F6367,55,11.51,Action,Premium,4,No,,2024.0
F6582,57,20.01,Comedy,Standard,4,Yes,,2022.0
F1474,38,21.67,Comedy,Standard,6,Yes,,2024.0
F7590,28,18.77,Sci-Fi,VIP,6,No,,2025.0
F2622,61,24.44,Comedy,VIP,1,Yes,,2020.0
F3098,32,14.94,Comedy,Premium,1,No,,2023.0
F9150,41,22.63,Sci-Fi,Premium,5,No,,2022.0
F7536,22,10.16,Action,VIP,2,No,,2024.0
F7551,31,18.41,Sci-Fi,Standard,2,Yes,,2024.0
F4630,31,14.05,Sci-Fi,VIP,4,Yes,,2021.0
F2514,51,14.89,Horror,Standard,6,Yes,,2025.0
F4286,27,23.67,Horror,Premium,2,Yes,,2023.0
F3669,25,19.9,Action,VIP,5,Yes,,2025.0
F6427,19,21.32,Horror,Premium,4,No,,2021.0
F1573,47,24.07,Action,VIP,6,No,,2020.0
F4104,45,12.93,Horror,Premium,4,Yes,,2021.0
F1144,28,16.69,Comedy,Premium,4,No,,2025.0
F7669,41,17.23,Drama,VIP,4,No,,2024.0
F2230,47,10.22,Comedy,Standard,6,Yes,,2021.0
F4178,28,17.94,Drama,Premium,2,Yes,,2020.0
F9695,53,18.96,Sci-Fi,Premium,5,Yes,,2025.0
F5630,34,14.02,Drama,Standard,5,No,,2022.0
F4969,35,12.25,Action,VIP,7,No,,2023.0
F6665,51,20.33,Drama,VIP,3,Yes,,2025.0
F9963,26,17.22,Comedy,VIP,2,No,,2023.0
F1132,64,23.76,Sci-Fi,Standard,4,No,,2021.0
F3523,34,24.06,Horror,Standard,5,Yes,,2022.0
F5122,51,17.3,Action,Premium,6,Yes,,2020.0
F6401,62,24.72,Comedy,Premium,7,No,,2023.0
F6301,53,11.24,Comedy,Standard,3,Yes,,2024.0
F3340,50,18.92,Action,Standard,2,No,,2024.0
F2046,63,18.41,Sci-Fi,Standard,5,No,,2024.0
F3695,57,12.11,Sci-Fi,VIP,6,Yes,,2020.0
F2552,47,16.21,Horror,Standard,6,Yes,,2020.0
F6595,29,11.72,Sci-Fi,Premium,5,Yes,,2023.0
F4289,62,11.04,Drama,VIP,2,Yes,,2020.0
F1686,59,21.06,Horror,Standard,3,Yes,,2024.0
F8217,22,19.93,Sci-Fi,VIP,3,No,,2023.0
F2229,21,14.98,Drama,VIP,4,No,,2024.0
F2490,33,11.6,Horror,Standard,1,No,,2022.0
F2699,35,16.52,Sci-Fi,Standard,7,No,,2025.0
F3292,61,13.08,Sci-Fi,Standard,5,No,,2024.0
F6517,53,21.25,Action,VIP,4,Yes,,2023.0
F3246,47,14.1,Drama,VIP,5,No,,2021.0
F2820,49,14.24,Drama,Standard,2,No,,2025.0
F8574,30,19.32,Horror,VIP,6,No,,2022.0
F4906,47,13.93,Comedy,Standard,3,No,,2022.0
F9875,41,19.39,Comedy,Premium,3,No,,2022.0
F5365,28,14.48,Action,Premium,2,No,,2022.0
F1046,57,10.11,Comedy,Premium,5,Yes,,2024.0
F6065,50,14.94,Comedy,Standard,5,No,,2023.0
F9836,60,17.56,Drama,Standard,6,Yes,,2023.0
F7534,33,13.87,Horror,Premium,5,Yes,,2021.0
F4541,29,21.12,Sci-Fi,Premium,2,Yes,,2020.0
F8859,59,15.68,Drama,Standard,3,No,,2021.0
F1811,63,15.5,Comedy,Standard,3,Yes,,2024.0
F6093,40,18.14,Drama,VIP,1,Yes,,2022.0
F3617,26,12.61,Horror,Premium,2,Yes,,2023.0
F2944,46,24.8,Action,VIP,7,No,,2023.0
F6268,54,17.87,Sci-Fi,VIP,7,No,,2023.0
F3580,51,21.25,Comedy,Standard,2,Yes,,2022.0
F7655,22,13.47,Action,Premium,5,Yes,,2020.0
F2287,53,24.9,Comedy,Premium,3,No,,2020.0
F9243,34,14.21,Drama,Premium,1,Yes,,2025.0
F7434,55,11.14,Drama,Standard,3,Yes,,2025.0
F4034,44,19.12,Sci-Fi,Premium,2,No,,2022.0
F4037,46,19.54,Sci-Fi,Premium,5,No,,2020.0
F3100,55,22.35,Action,Premium,6,Yes,,2020.0
F4982,40,11.48,Drama,VIP,4,Yes,,2023.0
F2251,37,12.98,Drama,Standard,4,Yes,,2020.0
F1048,46,20.99,Action,Standard,7,Yes,,2020.0
F4292,32,13.04,Sci-Fi,Standard,7,Yes,,2024.0
F7478,39,10.35,Horror,Premium,4,Yes,,2023.0
F9946,50,24.44,Action,VIP,2,No,,2022.0
F3723,41,14.14,Horror,Premium,3,No,,2022.0
F4493,54,19.82,Horror,Standard,3,Yes,,2021.0
F2675,56,13.6,Action,Premium,2,No,,2021.0
F4079,20,16.05,Horror,Premium,4,Yes,,2022.0
F7054,23,11.67,Horror,VIP,6,Yes,,2020.0
F7084,63,13.84,Comedy,Premium,6,No,,2024.0
F5175,34,19.44,Drama,VIP,5,No,,2024.0
F9384,62,18.32,Action,Standard,3,Yes,,2022.0
F9241,52,16.41,Drama,Standard,6,No,,2021.0
F2469,56,11.51,Horror,VIP,4,No,,2021.0
F8286,59,14.12,Drama,VIP,2,Yes,,2021.0
F7033,31,20.66,Horror,VIP,5,Yes,,2023.0
F5330,60,19.5,Action,Premium,7,No,,2024.0
F4471,46,15.25,Horror,Standard,4,Yes,,2024.0
F1715,18,18.46,Action,VIP,2,Yes,,2024.0
F1118,51,13.87,Horror,Premium,4,No,,2025.0
F3731,56,20.0,Action,VIP,2,No,,2022.0
F3939,35,12.0,Comedy,Standard,7,No,,2025.0
F8899,20,12.81,Drama,Premium,6,No,,2021.0
F1598,47,19.12,Drama,Standard,3,Yes,,2025.0
F4223,49,13.2,Comedy,Premium,1,Yes,,2021.0
F1572,50,20.54,Drama,Standard,1,No,,2021.0
F9733,28,14.71,Comedy,Premium,3,No,,2021.0
F4250,27,14.2,Horror,Standard,6,No,,2024.0
F3187,63,11.94,Sci-Fi,Standard,1,Yes,,2023.0
F8002,62,19.35,Sci-Fi,VIP,7,Yes,,2021.0
F3758,50,20.77,Comedy,Standard,6,No,,2021.0
F4244,38,15.29,Horror,Standard,7,Yes,,2022.0
F7601,55,22.42,Action,Premium,5,Yes,,2024.0
F8241,20,10.83,Comedy,Premium,6,No,,2020.0
F1815,29,19.65,Drama,Standard,7,Yes,,2022.0
F2360,25,22.39,Horror,Standard,7,No,,2023.0
F5880,62,20.45,Sci-Fi,VIP,6,No,,2025.0
F5648,60,14.46,Action,Standard,4,Yes,,2021.0
F2429,40,12.1,Drama,VIP,6,No,,2024.0
F4489,50,24.54,Drama,Premium,4,Yes,,2023.0
F9173,60,15.2,Comedy,Standard,4,No,,2020.0
F1368,28,11.0,Drama,Premium,1,Yes,,2021.0
F7641,36,13.31,Drama,Premium,1,No,,2021.0
F3903,34,18.54,Sci-Fi,Premium,4,Yes,,2024.0
F8201,32,23.02,Comedy,Premium,2,No,,2025.0
F5910,31,24.9,Sci-Fi,Premium,5,Yes,,2022.0
F8679,28,16.65,Action,Premium,2,Yes,,2021.0
F1295,53,18.91,Comedy,Standard,6,No,,2020.0
F5205,63,20.52,Action,Standard,2,Yes,,2022.0
F6804,57,15.55,Action,Premium,6,Yes,,2021.0
F1245,43,20.39,Sci-Fi,Premium,1,Yes,,2020.0
F8252,46,20.74,Drama,VIP,4,Yes,,2022.0
F9108,61,10.45,Action,VIP,7,Yes,,2021.0
F5370,55,23.47,Horror,VIP,6,Yes,,2023.0
F1091,50,13.25,Horror,Standard,3,No,,2021.0
F3958,60,11.96,Comedy,Standard,3,Yes,,2021.0
F3065,38,21.15,Comedy,VIP,4,Yes,,2023.0
F3355,64,12.31,Horror,Standard,5,Yes,,2020.0
F9253,49,15.19,Comedy,Standard,3,Yes,,2020.0
F6734,26,10.02,Sci-Fi,VIP,1,No,,2022.0
F8535,61,20.47,Comedy,Premium,5,Yes,,2020.0
F5754,36,17.74,Action,Standard,6,No,,2022.0
F8023,57,16.69,Action,Standard,7,Yes,,2025.0
F5336,24,13.17,Comedy,Premium,3,Yes,,2020.0
F4194,25,19.28,Action,VIP,7,Yes,,2025.0
F9856,63,16.82,Action,Premium,7,Yes,,2025.0
F9415,57,13.09,Action,Premium,1,No,,2022.0
F6089,29,23.18,Comedy,VIP,5,No,,2024.0
F4715,31,24.46,Sci-Fi,Premium,7,No,,2024.0
F8054,35,22.85,Action,VIP,1,No,,2020.0
F1919,48,17.28,Horror,VIP,4,No,,2020.0
F3593,55,22.39,Comedy,Standard,2,No,,2025.0
F7527,63,11.77,Action,VIP,6,Yes,,2023.0
F3321,18,10.66,Action,Standard,1,Yes,,2021.0
F1171,60,20.51,Horror,VIP,5,Yes,,2023.0
F8586,29,20.49,Comedy,Premium,1,Yes,,2020.0
F7404,43,20.49,Action,Standard,7,Yes,,2021.0
F8971,59,20.67,Horror,Standard,4,Yes,,2022.0
F6745,34,22.9,Sci-Fi,Standard,1,Yes,,2023.0
F7329,47,13.23,Sci-Fi,Standard,1,No,,2024.0
F6115,48,11.63,Horror,Premium,7,Yes,,2021.0
F5632,37,16.93,Comedy,Premium,4,No,,2024.0
F5418,32,22.5,Sci-Fi,Standard,3,No,,2024.0
F6298,38,14.28,Drama,Standard,3,No,,2022.0
F3618,42,20.9,Action,Premium,5,No,,2024.0
F6234,58,19.17,Comedy,Standard,6,Yes,,2021.0
F4059,22,21.08,Drama,Premium,5,No,,2024.0
F9464,51,20.52,Horror,Premium,7,No,,2025.0
F3815,42,18.41,Action,VIP,6,No,,2020.0
F3568,60,22.81,Sci-Fi,VIP,5,Yes,,2020.0
F4613,46,18.77,Drama,Standard,6,Yes,,2020.0
F6637,30,10.22,Sci-Fi,VIP,5,No,,2023.0
F5080,33,23.87,Sci-Fi,VIP,6,Yes,,2022.0
F9131,63,12.29,Action,VIP,5,No,,2024.0
F7781,54,21.53,Action,VIP,1,No,,2021.0
F7949,55,21.23,Action,Premium,2,Yes,,2022.0
F5105,36,21.4,Sci-Fi,Standard,5,Yes,,2025.0
F5207,30,10.01,Horror,VIP,3,No,,2025.0
F4570,22,15.96,Comedy,Standard,3,No,,2024.0
F2526,55,11.35,Comedy,Premium,2,No,,2022.0
F3925,58,20.04,Drama,VIP,3,Yes,,2020.0
F4225,63,18.95,Action,Premium,2,Yes,,2025.0
F5075,64,18.67,Horror,Premium,7,Yes,,2023.0
F8694,63,21.13,Comedy,Standard,6,No,,2024.0
F2134,51,11.79,Action,Premium,6,No,,2021.0
F1577,46,21.62,Drama,Standard,3,No,,2022.0
F1433,48,17.88,Horror,Premium,1,Yes,,2022.0
F7078,52,21.11,Action,Standard,4,Yes,,2021.0
F3484,45,21.98,Horror,Premium,3,Yes,,2020.0
F9297,35,19.23,Drama,Premium,7,Yes,,2022.0
F5558,61,15.64,Sci-Fi,VIP,7,Yes,,2023.0
F7311,45,18.45,Drama,Premium,3,No,,2022.0
F8612,33,12.9,Comedy,VIP,6,No,,2024.0
F8904,26,18.21,Drama,Premium,2,No,,2020.0
F2904,30,17.7,Action,VIP,2,No,,2021.0
F3378,52,15.81,Action,Premium,7,No,,2021.0
F2232,34,15.23,Sci-Fi,Standard,5,No,,2023.0
F3977,48,22.77,Drama,Premium,5,Yes,,2025.0
